tweet_id,timestamp,source,text,rating_out_of_10,name,favorite_count,retweet_count,jpg_url,img_num,prediction1_breed,p1_confidence,prediction2_breed,p2_confidence,prediction3_breed,p3_confidence,stage_dog
820314633777061888,2017-02-16 23:23:38,Twitter for iPhone,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE",14,,3390,572,https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg,2,Gordon_setter,0.940724,black-and-tan_coonhound,0.0420412,Rottweiler,0.00941743,
820078625395449857,2017-02-16 17:00:25,Twitter for iPhone,I've never wanted to go to a camp more in my entire life. 12/10 for all on board https://t.co/wJZlpGFEbD,12,,20111,6401,https://pbs.twimg.com/media/C2GBJADWIAQvcNb.jpg,3,school_bus,0.999833,cab,0.000159621,crane,1.7998e-06,
819952236453363712,2017-02-16 13:11:49,Twitter for iPhone,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb",13,Oliver,5407,1195,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,1,American_Staffordshire_terrier,0.925505,Staffordshire_bullterrier,0.0362215,Italian_greyhound,0.020411900000000004,puppo
819924195358416896,2017-02-16 13:11:05,Twitter for iPhone,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,11,,13084,4948,https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,1,bathtub,0.100896,shower_curtain,0.0918664,tub,0.049176300000000006,doggo
819711362133872643,2017-02-16 04:45:50,Twitter for iPhone,This is Howie. He just bloomed. 11/10 revolutionary af https://t.co/m5fYxrO3IU,11,Howie,13600,3169,https://pbs.twimg.com/media/C2AzHjQWQAApuhf.jpg,2,acorn_squash,0.8487040000000001,toilet_seat,0.0443484,toy_poodle,0.0220094,
819588359383371776,2017-02-16 01:34:34,Twitter for iPhone,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,13,Jazzy,9782,2021,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,1,Cardigan,0.5479350000000001,basenji,0.116442,Shetland_sheepdog,0.101681,
819347104292290561,2017-02-16 01:04:13,Twitter for iPhone,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,12,Anna,7324,1227,https://pbs.twimg.com/media/C17n1nrWQAIErU3.jpg,3,Rottweiler,0.909106,black-and-tan_coonhound,0.0441198,Doberman,0.0318349,
819227688460238848,2017-02-15 18:54:34,Twitter for iPhone,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,12,Finn,23428,6846,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,1,Border_terrier,0.4824520000000001,German_shepherd,0.181082,Norwegian_elkhound,0.0652566,
819015337530290176,2017-02-15 18:03:45,Twitter for iPhone,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,14,Bo,0,37471,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,standard_poodle,0.351308,toy_poodle,0.271929,Tibetan_terrier,0.0947592,doggo
819015331746349057,2017-02-15 17:02:36,Twitter for iPhone,RT @dog_rates: This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,14,Sunny,0,19273,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,4,prison,0.907083,palace,0.0200891,umbrella,0.00784954,doggo
819006400881917954,2017-02-15 01:04:21,Twitter for iPhone,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,14,Sunny,45948,19273,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,4,prison,0.907083,palace,0.0200891,umbrella,0.00784954,doggo
819004803107983360,2017-02-14 23:43:18,Twitter for iPhone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,14,Bo,88190,37471,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,standard_poodle,0.351308,toy_poodle,0.271929,Tibetan_terrier,0.0947592,doggo
818627210458333184,2017-02-14 17:17:22,Twitter for iPhone,Meet Wafer. He represents every fiber of my being. 13/10 very good dog https://t.co/I7bkhxBxUG,13,Wafer,22766,7669,https://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg,1,Labrador_retriever,0.384188,beagle,0.255917,grocery_store,0.0797995,
818614493328580609,2017-02-14 02:02:51,Twitter for iPhone,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8,12,Bear,9996,2611,https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg,4,Chihuahua,0.450722,Border_terrier,0.204177,beagle,0.092774,
818588835076603904,2017-02-14 01:35:49,Twitter for iPhone,RT @dog_rates: This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,11,Chelsea,0,6263,https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg,1,Norwegian_elkhound,0.372202,Chesapeake_Bay_retriever,0.13718699999999998,malamute,0.07143619999999999,pupper
818536468981415936,2017-02-14 01:09:44,Twitter for iPhone,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push https://t.co/6fSVcn9HAU,11,Tom,11079,2506,https://pbs.twimg.com/media/C1wGkYoVQAAuC_O.jpg,1,swing,0.999403,Welsh_springer_spaniel,6.229489999999999e-05,bow,3.04619e-05,
818259473185828864,2017-02-13 22:03:49,Twitter for iPhone,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,12,Florence,11202,2313,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,1,miniature_schnauzer,0.367368,toy_poodle,0.112479,standard_schnauzer,0.095434,
818145370475810820,2017-02-13 01:46:03,Twitter for iPhone,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z,11,Autumn,12490,2618,https://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg,1,golden_retriever,0.621931,Labrador_retriever,0.364997,redbone,0.00397148,
817827839487737858,2017-02-12 01:04:29,Twitter for iPhone,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA,13,Buddy,52523,27548,https://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg,1,cocker_spaniel,0.387608,golden_retriever,0.264844,Pekinese,0.122123,
817777686764523521,2017-02-10 21:54:58,Twitter for iPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",13,Dido,10917,2743,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1,curly-coated_retriever,0.733256,flat-coated_retriever,0.214145,Irish_water_spaniel,0.029769,doggo
817536400337801217,2017-02-10 16:53:37,Twitter for iPhone,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time https://t.co/jQUdvtdYMu",12,Eugene,11960,3022,https://pbs.twimg.com/media/C1h4_MEXUAARxQF.jpg,2,pug,0.971358,French_bulldog,0.0285185,Boston_bull,8.596979999999999e-05,
817423860136083457,2017-02-10 02:25:42,Twitter for iPhone,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ,13,Ken,34413,15003,https://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg,1,ice_bear,0.3362,Samoyed,0.201358,Eskimo_dog,0.186789,
817415592588222464,2017-02-10 01:15:49,Twitter for iPhone,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l https://t.co/O0ECL1StB2",11,Strudel,5694,972,https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg,1,Doberman,0.806163,black-and-tan_coonhound,0.0973859,miniature_pinscher,0.0859928,
817181837579653120,2017-02-09 01:27:41,Twitter for iPhone,RT @dog_rates: Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,13,,0,8622,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,1,Tibetan_mastiff,0.506312,Tibetan_terrier,0.29569,otterhound,0.0362507,pupper
817171292965273600,2017-02-08 22:00:52,Twitter for iPhone,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,13,Tebow,8919,2061,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,1,golden_retriever,0.295483,Irish_setter,0.144431,Chesapeake_Bay_retriever,0.07787899999999999,
817120970343411712,2017-02-08 17:00:26,Twitter for iPhone,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T,13,,12413,2650,https://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg,1,Saluki,0.568809,Afghan_hound,0.229352,golden_retriever,0.15713,
817056546584727552,2017-02-08 01:35:19,Twitter for iPhone,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH,11,Chloe,8736,1676,https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,1,kelpie,0.8644149999999999,French_bulldog,0.0974556,German_shepherd,0.00852587,
816829038950027264,2017-02-07 17:00:28,Twitter for iPhone,RT @dog_rates: This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,12,Betty,0,4797,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,1,dishwasher,0.700466,golden_retriever,0.245773,chow,0.0390117,puppo
816816676327063552,2017-02-07 03:04:22,Twitter for iPhone,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,12,Timber,10193,2077,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,1,malamute,0.668164,Pembroke,0.105033,Siberian_husky,0.077875,
816697700272001025,2017-02-07 01:00:22,Twitter for iPhone,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF,12,Binky,9970,2236,https://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg,1,Chihuahua,0.756992,Pomeranian,0.0528495,Maltese_dog,0.047607800000000006,
816450570814898180,2017-02-06 20:55:28,Twitter for iPhone,Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John https://t.co/LIhmM7i70k,13,Moose,30983,8244,https://pbs.twimg.com/media/C1SddosXUAQcVR1.jpg,1,web_site,0.35285700000000003,envelope,0.0601072,nail,0.0312909,
816336735214911488,2017-02-06 17:02:17,Twitter for iPhone,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,11,Dudley,8748,1980,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,1,Labrador_retriever,0.91933,kuvasz,0.0494795,golden_retriever,0.0119342,
816091915477250048,2017-02-06 01:07:28,Twitter for iPhone,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,12,Comet,9080,2185,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,3,Pomeranian,0.967345,Samoyed,0.00739748,papillon,0.0060165,
816014286006976512,2017-02-06 01:03:14,Twitter for iPhone,RT @dog_rates: This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r,11,Larry,0,5384,https://pbs.twimg.com/media/CiibOMzUYAA9Mxz.jpg,1,English_setter,0.677408,Border_collie,0.052724,cocker_spaniel,0.0485719,
815990720817401858,2017-02-05 23:15:47,Twitter for iPhone,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p",11,Jack,5040,1043,https://pbs.twimg.com/media/C1L7OVVWQAIQ6Tt.jpg,1,Chihuahua,0.428756,miniature_pinscher,0.103912,Staffordshire_bullterrier,0.0889587,
815966073409433600,2017-02-05 22:55:23,Twitter for iPhone,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,13,,22803,8622,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,1,Tibetan_mastiff,0.506312,Tibetan_terrier,0.29569,otterhound,0.0362507,pupper
815736392542261248,2017-02-05 22:40:03,Twitter for iPhone,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,11,Akumi,10020,2314,https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg,3,Border_collie,0.5489069999999999,Cardigan,0.17852300000000002,collie,0.146351,
815639385530101762,2017-02-05 21:56:51,Twitter for iPhone,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm https://t.co/bLZuOh9sKy,12,Titan,8365,1681,https://pbs.twimg.com/media/C1G7sXyWIAA10eH.jpg,1,German_shepherd,0.8179529999999999,Norwegian_elkhound,0.140007,malinois,0.0248209,
815390420867969024,2017-02-05 01:04:17,Twitter for iPhone,Happy New Year from the squad! 13/10 for all https://t.co/9njRxyUd5L,13,,10549,3880,https://pbs.twimg.com/media/C1DZQiTXgAUqgRI.jpg,1,restaurant,0.279846,toyshop,0.0914294,paper_towel,0.0461474,
814986499976527872,2017-02-04 22:45:42,Twitter for iPhone,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,11,Cooper,7789,1300,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,1,dalmatian,0.999828,boxer,6.78061e-05,American_Staffordshire_terrier,3.42436e-05,pupper
814638523311648768,2017-02-04 17:34:40,Twitter for iPhone,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop https://t.co/0LdNjoiNbv,12,Olivia,11471,2753,https://pbs.twimg.com/media/C04taUjWIAA6Mo4.jpg,2,golden_retriever,0.650814,kuvasz,0.053281,cocker_spaniel,0.035439599999999995,
814530161257443328,2017-02-03 23:04:02,Twitter for iPhone,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G,12,Alf,8807,1905,https://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg,1,miniature_poodle,0.626913,toy_poodle,0.26558200000000004,soft-coated_wheaten_terrier,0.0416142,
814153002265309185,2017-02-03 19:31:54,Twitter for iPhone,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning https://t.co/YIJo7X7K9J,12,Oshie,29304,8864,https://pbs.twimg.com/media/C0xz04SVIAAeyDb.jpg,1,golden_retriever,0.490068,Labrador_retriever,0.291956,chow,0.07247469999999999,
813944609378369540,2017-02-03 01:16:53,Twitter for iPhone,RT @dog_rates: This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,11,Bruce,0,3246,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,1,Labrador_retriever,0.427742,Great_Dane,0.190503,curly-coated_retriever,0.146427,
813910438903693312,2017-02-02 18:52:38,Twitter for iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,11,Chubbs,9467,1906,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,Siberian_husky,0.6993550000000001,Eskimo_dog,0.256433,Norwegian_elkhound,0.0131888,doggo
813812741911748608,2017-02-02 17:00:17,Twitter for iPhone,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher. 14/10 RIP https://t.co/uBnQTNEeGg",14,Gary,37099,14268,https://pbs.twimg.com/media/C0s-XtzWgAAp1W-.jpg,1,French_bulldog,0.709146,Boston_bull,0.247621,boxer,0.0188551,
813800681631023104,2017-02-02 01:01:21,Twitter for iPhone,This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1,12,Sky,8477,1802,https://pbs.twimg.com/media/C0szZh_XUAAm9je.jpg,1,malamute,0.501159,Siberian_husky,0.228792,Eskimo_dog,0.200388,
813217897535406080,2017-02-01 17:44:55,Twitter for iPhone,Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81,13,Atlas,18998,7444,https://pbs.twimg.com/media/C0khWkVXEAI389B.jpg,1,Samoyed,0.905972,Pomeranian,0.048038300000000006,West_Highland_white_terrier,0.0356671,
813202720496779264,2017-02-01 02:17:19,Twitter for iPhone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,11,,9412,1844,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,1,cocker_spaniel,0.701852,golden_retriever,0.120345,Labrador_retriever,0.0363202,doggo
813187593374461952,2017-02-01 01:11:25,Twitter for iPhone,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ,13,,20267,4459,https://pbs.twimg.com/media/C0kFzOQUoAAt6yb.jpg,1,golden_retriever,0.888181,Labrador_retriever,0.0423119,Saluki,0.00970173,
813172488309972993,2017-02-01 01:09:42,Twitter for iPhone,This is Eleanor. She winks like she knows many things that you don't. 12/10 https://t.co/bxGwkJa2kE,12,Eleanor,9452,1967,https://pbs.twimg.com/media/C0j4EESUsAABtMq.jpg,1,doormat,0.954844,golden_retriever,0.0261931,cocker_spaniel,0.00438598,
813157409116065792,2017-01-31 17:06:32,Twitter for iPhone,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark https://t.co/hwhCbhCjnV,12,Layla,7922,2261,https://pbs.twimg.com/media/C0jqVVOXUAAGJ0G.jpg,2,Siamese_cat,0.8439110000000001,Pembroke,0.07056710000000001,Cardigan,0.041916,
813142292504645637,2017-01-31 01:27:39,Twitter for iPhone,Everybody stop what you're doing and look at this dog with her tiny Santa hat. 13/10 https://t.co/KK4XQK9SPi,13,,8637,2434,https://pbs.twimg.com/media/C0jcmOKVQAAd0VR.jpg,3,beagle,0.848735,Ibizan_hound,0.0446025,Italian_greyhound,0.0186108,
813127251579564032,2017-01-30 23:05:46,Twitter for iPhone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,11,,12082,3196,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1,Norwegian_elkhound,0.432416,whippet,0.374223,Siberian_husky,0.032462599999999994,doggo
813112105746448384,2017-01-30 17:10:04,Twitter for iPhone,Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby https://t.co/zfdaGZlweq,12,Toby,10516,2801,https://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg,1,dingo,0.287369,Pembroke,0.140682,basenji,0.0908189,
813096984823349248,2017-01-30 01:21:19,Twitter for iPhone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,11,Rocky,10769,3694,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1,Great_Dane,0.128056,Boston_bull,0.117003,kelpie,0.08696430000000001,doggo
813081950185472002,2017-01-29 22:15:05,Twitter for iPhone,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly https://t.co/PjulYEXTvg,11,Baron,10080,2834,https://pbs.twimg.com/media/C0ilsa1XUAEHK_k.jpg,2,Doberman,0.909951,kelpie,0.0426494,miniature_pinscher,0.0230041,
813066809284972545,2017-01-29 02:44:34,Twitter for iPhone,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time. 12/10 hurry up pup https://t.co/syuTXARdtN,12,Tyr,8117,1997,https://pbs.twimg.com/media/C0iX8OOVEAEIpMC.jpg,1,toy_terrier,0.7764,Pembroke,0.115034,basenji,0.048873,
813051746834595840,2017-01-28 01:04:51,Twitter for iPhone,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl,13,Bauer,21392,7523,https://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg,1,golden_retriever,0.914804,Labrador_retriever,0.08355,kuvasz,0.000453224,
812781120811126785,2017-01-27 23:16:13,Twitter for iPhone,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10 https://t.co/lXFM1l22bG,10,Swagger,7722,1948,https://pbs.twimg.com/media/C0eUHfWUAAANEYr.jpg,1,bull_mastiff,0.989316,boxer,0.00704296,French_bulldog,0.00173961,
812709060537683968,2017-01-27 17:04:02,Twitter for iPhone,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp,12,Brandi,6747,1465,https://pbs.twimg.com/media/C0dSk98WEAALyya.jpg,1,Irish_setter,0.326873,golden_retriever,0.18261,Leonberg,0.156912,
812503143955202048,2017-01-27 01:49:15,Twitter for iPhone,"I'm happy to inform you all that Jake is in excellent hands. 13/10 for him and his new family 
https://t.co/LRCTJpnCnS https://t.co/wZz7fI6XO1",13,,6193,1248,https://pbs.twimg.com/media/C0aXTLqXEAADxBi.jpg,2,loupe,0.546856,web_site,0.345298,bubble,0.0105279,
812466873996607488,2017-01-27 00:24:48,Twitter for iPhone,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable https://t.co/BAJrfPvtux,12,Mary,8126,1980,https://pbs.twimg.com/media/C0Z2T_GWgAAxbL9.jpg,1,bath_towel,0.0998035,pillow,0.0923181,Great_Dane,0.0782055,
812372279581671427,2017-01-26 17:02:56,Twitter for iPhone,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af https://t.co/gCnAeL2mvT,13,Moe,13923,3740,https://pbs.twimg.com/media/C0YgO3DW8AAz98O.jpg,2,golden_retriever,0.7848729999999999,cocker_spaniel,0.08778810000000001,Labrador_retriever,0.0832747,
811985624773361665,2017-01-25 18:38:36,Twitter for iPhone,Say hello to Ted. He accidentally opened the front facing camera. 11/10 h*ckin unpupared https://t.co/sIB5C6FDop,11,Ted,7401,1432,https://pbs.twimg.com/media/C0TAnZIUAAAADKs.jpg,1,Staffordshire_bullterrier,0.6105729999999999,French_bulldog,0.159935,doormat,0.0586721,
811744202451197953,2017-01-25 16:45:05,Twitter for iPhone,This is Halo. She likes watermelon. 13/10 https://t.co/TZkiQZqwA6,13,Halo,7691,1636,https://pbs.twimg.com/media/C0PlCQjXAAA9TIh.jpg,1,Pekinese,0.386082,Labrador_retriever,0.202862,golden_retriever,0.170487,
811627233043480576,2017-01-24 22:44:42,Twitter for iPhone,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn,10,Augie,13025,3152,https://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg,1,beagle,0.39628,Pembroke,0.049561900000000006,wire-haired_fox_terrier,0.046349199999999986,
811386762094317568,2017-01-24 17:04:50,Twitter for iPhone,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,11,Craig,21341,6520,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,1,Pembroke,0.804177,Cardigan,0.18989,beagle,0.00196475,pupper
810896069567610880,2017-01-24 01:08:40,Twitter for iPhone,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV",11,Hunter,9207,1809,https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg,1,flat-coated_retriever,0.8208040000000001,Labrador_retriever,0.08231820000000001,curly-coated_retriever,0.0674605,
810657578271330305,2017-01-23 17:20:14,Twitter for iPhone,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue https://t.co/MXd0AGDsRJ,11,Pavlov,11200,2710,https://pbs.twimg.com/media/C0AIwgVXAAAc1Ig.jpg,1,malamute,0.753521,Siberian_husky,0.166151,Eskimo_dog,0.0698108,
810284430598270976,2017-01-23 00:56:15,Twitter for iPhone,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,13,Phil,36015,11559,https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg,1,malamute,0.620768,Eskimo_dog,0.158395,Tibetan_mastiff,0.028961700000000007,
810254108431155201,2017-01-23 00:13:17,Twitter for iPhone,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https://t.co/DrsrQkEfnb",12,Gus,15016,3448,https://pbs.twimg.com/media/Cz6Z0DgWIAAfdvp.jpg,1,Staffordshire_bullterrier,0.292556,American_Staffordshire_terrier,0.261233,Border_terrier,0.0623754,
809920764300447744,2017-01-22 20:42:21,Twitter for iPhone,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https://t.co/HIraYS1Bzo",10,,15844,4032,https://pbs.twimg.com/media/Cz1qo05XUAQ4qXp.jpg,1,Norwich_terrier,0.397163,toy_poodle,0.27454,miniature_poodle,0.134667,
809808892968534016,2017-01-22 01:12:59,Twitter for iPhone,RT @dog_rates: This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,12,Maximus,0,5013,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,1,Labrador_retriever,0.8616510000000001,golden_retriever,0.0444618,Staffordshire_bullterrier,0.016496700000000003,
809448704142938112,2017-01-21 18:26:02,Twitter for iPhone,"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo",12,,7077,1499,https://pbs.twimg.com/media/Czu9RiwVEAA_Okk.jpg,1,Greater_Swiss_Mountain_dog,0.375415,Cardigan,0.13431700000000002,English_springer,0.0736971,
809220051211603969,2017-01-21 17:31:20,Twitter for iPhone,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately https://t.co/wHu15q2Q6p,12,Kyro,20336,5730,https://pbs.twimg.com/media/CzrtWDbWEAAmIhy.jpg,1,Pomeranian,0.8195110000000001,Samoyed,0.141241,Pembroke,0.013455200000000002,
809084759137812480,2017-01-21 03:29:14,Twitter for iPhone,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed https://t.co/nadm8yWZ4h",11,Wallace,13519,3609,https://pbs.twimg.com/media/CzpyM41UoAE1b2w.jpg,1,vizsla,0.911412,bloodhound,0.017133900000000004,Labrador_retriever,0.011761,
808838249661788160,2017-01-21 01:02:48,Twitter for iPhone,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,13,Ito,10323,3117,https://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,1,Rottweiler,0.36953,miniature_pinscher,0.194867,kelpie,0.160104,
